Arrest Date,Time,Area Name,Age,Sex Code,Descent Code,Arrest Type Code,Charge Description,latitude,longitude,loja_0.5_milha,loja_1_milha,escola_0.5_milha,escola_1_milha
2014-03-03,1105.0,Hollywood,44,M,B,F,possession marijuana for sale,34.0926,-118.319,0,11,5,10
2014-03-01,355.0,West Valley,37,M,W,M,poss of more than 28.5 grams of marijuana,34.1866,-118.5011,0,1,5,8
2014-03-05,1305.0,Northeast,26,M,O,F,possession marijuana for sale,34.1045,-118.2592,1,1,1,5
2014-03-04,1700.0,Foothill,63,M,W,F,possession marijuana for sale,34.2591,-118.4033,0,0,0,3
2014-02-28,2145.0,77th Street,19,M,B,F,possession marijuana for sale,33.9987,-118.2893,1,2,5,16
2014-02-28,2320.0,Southwest,38,M,B,F,possession marijuana for sale,34.0325,-118.3509,2,6,2,9
2014-03-06,1845.0,Southeast,28,M,B,F,possession marijuana for sale,33.9519,-118.2827,1,1,3,17
2014-03-10,1530.0,Pacific,31,M,H,F,transport/sell/furnish/etc marijuana,34.0095,-118.4231,0,2,0,4
2014-03-06,820.0,Southwest,28,M,H,I,possess 28.5 grams or less of marijuana,34.0253,-118.2763,4,8,5,20
2014-03-06,615.0,Van Nuys,21,M,W,F,transport/sell/furnish/etc marijuana,34.2012,-118.4444,0,0,4,8
2014-03-06,1930.0,Rampart,40,M,H,F,possession marijuana for sale,34.0529,-118.2733,1,7,7,26
2014-03-07,1610.0,77th Street,29,M,B,F,transport/sell/furnish/etc marijuana,33.9745,-118.3338,1,4,1,4
2014-03-06,2050.0,Hollywood,31,M,H,F,transport/sell/furnish/etc marijuana,34.1016,-118.3361,6,14,2,5
2014-03-06,2350.0,Hollenbeck,55,M,H,F,possession marijuana for sale,34.0278,-118.20100000000001,2,3,4,20
2014-03-05,1640.0,Devonshire,52,M,B,F,unlawfully plant/cultivate/etc marijuana,34.2282,-118.5885,0,2,1,1
2014-03-06,1720.0,Hollywood,25,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3267,7,9,2,9
2014-03-06,1835.0,Hollywood,26,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3333,8,12,2,5
2014-03-07,2100.0,Foothill,22,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2443,-118.365,0,2,1,2
2014-03-11,1330.0,Southeast,16,M,B,F,possession marijuana for sale,33.9373,-118.2652,0,0,7,14
2014-03-15,1910.0,Topanga,18,M,W,F,transport/sell/furnish/etc marijuana,34.1957,-118.6147,0,0,0,6
2014-03-11,2115.0,Central,21,M,H,F,possession marijuana for sale,34.0347,-118.2645,6,14,4,14
2014-03-11,1725.0,Southeast,57,M,B,F,transport/sell/furnish/etc marijuana,33.931999999999995,-118.2652,0,0,7,13
2014-03-15,240.0,Hollywood,29,M,B,F,possession marijuana for sale,34.1016,-118.3361,6,14,2,5
2014-03-13,1200.0,77th Street,19,M,H,F,possession marijuana for sale,33.9941,-118.2915,1,3,3,12
2014-03-13,900.0,Newton,41,M,H,F,possession marijuana for sale,34.0076,-118.2635,1,3,8,25
2014-03-15,240.0,Hollywood,36,M,B,F,possession marijuana for sale,34.1016,-118.3361,6,14,2,5
2014-03-11,1725.0,Southeast,37,M,H,F,transport/sell/furnish/etc marijuana,33.931999999999995,-118.2652,0,0,7,13
2014-03-13,745.0,77th Street,39,M,B,F,possession marijuana for sale,33.9806,-118.3309,1,7,3,8
2014-03-13,1440.0,Northeast,38,M,H,F,possession marijuana for sale,34.13,-118.1987,0,1,2,10
2014-03-13,1100.0,Newton,34,M,H,F,possession marijuana for sale,33.9934,-118.2739,1,3,5,14
2014-03-12,1425.0,Newton,38,M,B,F,possession marijuana for sale,33.9966,-118.2652,0,3,7,16
2014-03-15,1100.0,N Hollywood,26,M,B,F,transport/sell/furnish/etc marijuana,34.1875,-118.3877,3,4,1,6
2014-03-20,1440.0,Pacific,31,M,H,F,transport/sell/furnish/etc marijuana,33.9773,-118.3718,0,1,0,1
2014-03-20,1440.0,Pacific,32,M,B,F,possession marijuana for sale,33.9773,-118.3718,0,1,0,1
2014-03-19,35.0,Rampart,43,M,W,F,transport/sell/furnish/etc marijuana,34.0754,-118.2595,2,3,3,14
2014-03-18,1130.0,Southwest,22,M,B,F,transport/sell/furnish/etc marijuana,34.0326,-118.335,0,1,2,11
2014-03-18,1200.0,Southwest,55,M,B,F,transport/sell/furnish/etc marijuana,34.0326,-118.335,0,1,2,11
2014-03-20,50.0,Southwest,31,M,B,F,transport/sell/furnish/etc marijuana,34.0037,-118.3089,0,1,2,13
2014-03-18,1945.0,Van Nuys,20,M,B,F,transport/sell/furnish/etc marijuana,34.1994,-118.4509,0,1,2,11
2014-03-18,1600.0,Hollenbeck,28,M,H,F,transport/sell/furnish/etc marijuana,34.0651,-118.2081,0,3,1,12
2014-03-18,1145.0,77th Street,55,M,B,F,possession marijuana for sale,33.9932,-118.3294,2,5,7,11
2014-03-18,1345.0,Olympic,61,M,W,F,possession marijuana for sale,34.0691,-118.2979,3,9,2,18
2014-03-20,1440.0,Pacific,20,M,W,F,transport/sell/furnish/etc marijuana,33.9773,-118.3718,0,1,0,1
2014-03-26,1255.0,West Valley,15,M,H,F,possession marijuana for sale,34.1903,-118.5317,0,0,2,5
2014-03-24,545.0,N Hollywood,32,M,W,F,possession marijuana for sale,34.1312,-118.3588,2,3,0,1
2014-03-25,1525.0,Foothill,48,F,O,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-26,1940.0,Newton,35,M,B,F,transport/sell/furnish/etc marijuana,33.9957,-118.249,1,3,4,14
2014-03-26,1345.0,Newton,26,M,H,F,transport/sell/furnish/etc marijuana,33.9806,-118.2739,2,3,3,14
2014-03-26,1940.0,Newton,52,M,B,F,transport/sell/furnish/etc marijuana,33.9957,-118.249,1,3,4,14
2014-03-25,1515.0,Foothill,42,F,W,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-25,1525.0,Foothill,73,F,O,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-25,1515.0,Foothill,49,M,W,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-25,1515.0,Foothill,25,M,O,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-21,1300.0,Topanga,34,M,H,M,possess of marijuana while driving veh,34.2176,-118.60600000000001,0,0,2,6
2014-03-25,1515.0,Foothill,26,M,O,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-24,1015.0,Newton,17,M,H,F,possession marijuana for sale,34.0093,-118.2521,1,2,7,18
2014-03-25,1515.0,Foothill,47,F,W,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-21,1130.0,Olympic,13,F,O,F,induce/etc minor to use/sell marijuana,34.0728,-118.2917,1,6,7,23
2014-03-25,1515.0,Foothill,74,M,O,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-26,1630.0,Topanga,33,M,H,F,possession marijuana for sale,34.2204,-118.6494,0,0,0,2
2014-03-26,1630.0,Topanga,27,M,H,F,possession marijuana for sale,34.2207,-118.632,0,0,1,2
2014-03-25,1515.0,Foothill,23,M,W,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-25,1515.0,Foothill,32,M,W,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-23,1345.0,Southeast,22,M,B,F,transport/sell/furnish/etc marijuana,33.9457,-118.2379,0,0,4,16
2014-03-26,1915.0,Southeast,38,M,B,F,transport/sell/furnish/etc marijuana,33.9483,-118.2717,1,1,5,14
2014-03-26,1430.0,Topanga,18,M,W,F,transport/sell/furnish/etc marijuana,34.1899,-118.6336,0,0,1,6
2014-03-25,1515.0,Foothill,31,M,W,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-25,1515.0,Foothill,42,F,O,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-25,1630.0,Central,35,M,B,F,transport/sell/furnish/etc marijuana,34.0446,-118.245,8,18,0,5
2014-03-25,1520.0,Foothill,47,F,O,F,unlawfully plant/cultivate/etc marijuana,34.2627,-118.3369,0,0,0,0
2014-03-30,1050.0,Central,29,M,H,F,possession marijuana for sale,34.0365,-118.2676,5,12,2,17
2014-03-27,1340.0,Northeast,21,M,H,F,possession marijuana for sale,34.097,-118.2819,1,1,2,7
2014-03-29,2110.0,Southeast,33,M,B,F,possession marijuana for sale,33.9565,-118.2564,0,2,4,15
2014-03-30,1645.0,Mission,20,M,H,F,furnishing marijuana to minor over 14 yrs,34.2676,-118.4643,0,0,0,4
2014-03-31,1955.0,Northeast,17,M,H,F,possession marijuana for sale,34.1105,-118.1971,0,0,3,10
2014-03-29,1530.0,Southeast,20,M,H,F,possession marijuana for sale,33.9565,-118.2564,0,2,4,15
2014-03-27,1535.0,Southeast,30,F,H,F,transport/sell/furnish/etc marijuana,33.9601,-118.2782,0,2,4,19
2014-03-27,1830.0,Pacific,43,M,B,F,transport/sell/furnish/etc marijuana,33.9838,-118.4268,0,0,2,7
2014-03-28,1855.0,Southwest,26,M,W,F,transport/sell/furnish/etc marijuana,34.0147,-118.3089,0,1,5,14
2014-03-27,1535.0,Southeast,26,F,H,F,transport/sell/furnish/etc marijuana,33.9601,-118.2782,0,2,4,19
2014-03-27,1535.0,Southeast,31,M,H,F,transport/sell/furnish/etc marijuana,33.9601,-118.2782,0,2,4,19
2014-03-27,1535.0,Southeast,20,F,H,F,transport/sell/furnish/etc marijuana,33.9601,-118.2782,0,2,4,19
2014-03-28,1450.0,Van Nuys,57,F,W,F,possession marijuana for sale,34.1721,-118.4574,0,1,2,4
2014-03-27,1535.0,Southeast,26,F,W,F,transport/sell/furnish/etc marijuana,33.9601,-118.2782,0,2,4,19
2014-04-04,1900.0,Southwest,22,M,B,F,transport/sell/furnish/etc marijuana,34.0274,-118.3177,0,2,4,10
2014-04-01,1700.0,Newton,20,M,H,F,possession marijuana for sale,34.0082,-118.2696,0,5,4,23
2014-04-04,915.0,West LA,16,M,W,M,minor poss 28.5+ grams marijuana/school,34.0341,-118.4525,2,4,0,5
2014-04-04,1730.0,Harbor,15,M,H,F,possession marijuana for sale,33.7767,-118.2687,0,0,2,6
2014-04-03,2040.0,Hollywood,45,M,B,F,possession marijuana for sale,34.1016,-118.331,8,11,1,8
2014-04-03,2105.0,Southeast,52,M,B,F,possession marijuana for sale,33.9297,-118.2335,0,0,2,8
2014-04-03,1030.0,Mission,16,F,H,M,minor poss 28.5+ grams marijuana/school,34.3061,-118.4414,0,1,3,7
2014-04-01,1630.0,Topanga,29,M,W,F,possession marijuana for sale,34.1688,-118.6145,0,0,0,1
2014-04-05,1730.0,Pacific,39,M,H,F,possession marijuana for sale,33.992,-118.4138,0,2,3,6
2014-04-03,1330.0,Southeast,17,M,H,F,possession marijuana for sale,33.7846,-118.2261,0,0,0,0
2014-04-05,1000.0,Central,57,M,B,F,possession marijuana for sale,34.0446,-118.245,8,18,0,5
2014-04-04,1230.0,Foothill,32,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2109,-118.3458,0,1,0,1
2014-04-04,930.0,N Hollywood,17,M,B,F,possession marijuana for sale,34.1649,-118.3877,0,5,3,7
2014-04-03,2315.0,Hollywood,18,F,H,I,possess 28.5 grams or less of marijuana,34.1004,-118.3387,2,15,2,4
2014-04-07,1550.0,Pacific,25,M,W,F,possession marijuana for sale,33.944,-118.4073,0,1,0,0
2014-04-08,1705.0,77th Street,19,M,B,F,transport/sell/furnish/etc marijuana,33.9783,-118.2838,0,2,4,12
2014-04-08,1715.0,77th Street,25,M,B,F,possession marijuana for sale,33.9988,-118.2842,2,5,4,19
2014-04-08,1900.0,Harbor,19,M,B,F,transport/sell/furnish/etc marijuana,33.7739,-118.2678,0,0,2,4
2014-04-08,1900.0,Harbor,20,M,H,F,transport/sell/furnish/etc marijuana,33.7739,-118.2678,0,0,2,4
2014-04-08,1835.0,77th Street,27,M,H,F,transport/sell/furnish/etc marijuana,34.0017,-118.2915,1,3,8,11
2014-04-09,235.0,Southeast,24,M,B,F,possession marijuana for sale,33.9502,-118.2739,1,2,5,14
2014-04-09,235.0,Southeast,24,M,B,F,possession marijuana for sale,33.9502,-118.2739,1,2,5,14
2014-04-07,1830.0,N Hollywood,61,M,W,F,unlawfully plant/cultivate/etc marijuana,34.174,-118.4052,0,0,1,4
2014-04-10,1925.0,Hollywood,19,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3288,8,9,1,9
2014-04-09,235.0,Southeast,27,M,B,F,possession marijuana for sale,33.9502,-118.2739,1,2,5,14
2014-04-10,1710.0,Hollywood,26,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3361,6,14,2,5
2014-04-10,1930.0,77th Street,20,M,W,F,transport/sell/furnish/etc marijuana,33.9679,-118.2827,0,2,3,15
2014-04-08,1345.0,77th Street,57,M,B,F,possession marijuana for sale,33.989000000000004,-118.3308,3,6,4,12
2014-04-10,1820.0,Hollywood,36,M,H,F,transport/sell/furnish/etc marijuana,34.1039,-118.3311,8,9,1,3
2014-04-08,1835.0,77th Street,47,M,B,F,transport/sell/furnish/etc marijuana,34.0017,-118.2915,1,3,8,11
2014-04-08,1705.0,77th Street,17,M,B,F,transport/sell/furnish/etc marijuana,33.9783,-118.2838,0,2,4,12
2014-04-09,1010.0,Foothill,45,M,H,F,unlawfully plant/cultivate/etc marijuana,34.2443,-118.365,0,2,1,2
2014-04-10,1810.0,Newton,25,M,B,F,possession marijuana for sale,33.9983,-118.274,1,4,4,19
2014-04-10,1140.0,Hollywood,44,M,W,F,possession marijuana for sale,34.1053,-118.3213,1,8,1,7
2014-04-09,235.0,Southeast,18,M,B,F,possession marijuana for sale,33.9502,-118.2739,1,2,5,14
2014-04-08,1230.0,Pacific,14,F,B,M,minor poss 28.5+ grams marijuana/school,33.9598,-118.4264,1,2,4,5
2014-04-08,2020.0,Central,21,M,B,F,possession marijuana for sale,34.0407,-118.2468,8,22,1,5
2014-04-16,1430.0,Devonshire,64,M,W,F,possession marijuana for sale,34.2301,-118.5284,0,0,1,4
2014-04-17,1620.0,Pacific,16,M,H,F,possession marijuana for sale,33.9973,-118.4158,1,2,3,7
2014-04-16,1315.0,Northeast,55,M,O,F,possession marijuana for sale,34.106,-118.2566,1,1,1,6
2014-04-17,1410.0,Olympic,37,M,O,F,transport/sell/furnish/etc marijuana,34.0745,-118.2917,1,5,8,20
2014-04-17,508.0,N Hollywood,22,M,W,F,possession marijuana for sale,34.1284,-118.3568,1,3,0,1
2014-04-15,1635.0,Mission,26,M,H,F,possession marijuana for sale,34.3042,-118.4421,0,1,4,7
2014-04-15,1340.0,Southeast,25,M,H,F,possession marijuana for sale,33.9389,-118.24799999999999,0,0,6,13
2014-04-15,1715.0,77th Street,27,M,B,F,possession marijuana for sale,34.001,-118.316,0,2,3,17
2014-04-15,130.0,Mission,20,M,H,F,transport/sell/furnish/etc marijuana,34.2283,-118.4676,0,0,3,12
2014-04-16,1515.0,Van Nuys,21,M,B,F,possession marijuana for sale,34.1721,-118.464,0,1,1,5
2014-04-14,1445.0,Van Nuys,39,M,O,F,possession marijuana for sale,34.178000000000004,-118.4225,0,0,3,4
2014-04-16,2145.0,Hollywood,38,M,W,F,possession marijuana for sale,34.1039,-118.3311,8,9,1,3
2014-04-15,105.0,Mission,19,F,H,F,transport/sell/furnish/etc marijuana,34.2355,-118.4676,0,0,5,15
2014-04-15,105.0,Mission,20,F,H,F,transport/sell/furnish/etc marijuana,34.2355,-118.4676,0,0,5,15
2014-04-16,1515.0,Van Nuys,21,M,H,F,possession marijuana for sale,34.1721,-118.464,0,1,1,5
2014-04-15,1945.0,Central,32,M,B,F,possession marijuana for sale,34.0446,-118.245,8,18,0,5
2014-04-18,2235.0,Van Nuys,20,M,O,M,possess of marijuana while driving veh,34.1613,-118.4486,0,2,0,4
2014-04-22,2125.0,Southeast,24,M,B,F,possession marijuana for sale,33.9295,-118.2391,0,0,2,10
2014-04-22,1710.0,Central,29,F,B,F,possession marijuana for sale,34.0454,-118.2466,11,19,0,4
2014-04-19,10.0,Hollywood,32,M,B,F,possession marijuana for sale,34.1039,-118.3311,8,9,1,3
2014-04-22,1220.0,Newton,17,M,B,F,possession marijuana for sale,34.0296,-118.2614,2,11,4,14
2014-04-21,1415.0,Pacific,44,F,B,F,transport/sell/furnish/etc marijuana,34.0031,-118.4111,1,1,0,3
2014-04-19,2105.0,Hollywood,22,M,H,I,possess 28.5 grams or less of marijuana,34.1016,-118.3282,7,9,1,9
2014-04-22,1150.0,Central,23,F,W,F,possession marijuana for sale,34.0515,-118.2424,5,16,0,7
2014-04-22,1220.0,Newton,15,M,H,F,possession marijuana for sale,34.0296,-118.2614,2,11,4,14
2014-04-19,1900.0,Harbor,60,M,W,F,transport/sell/furnish/etc marijuana,33.7486,-118.2805,0,0,1,3
2014-04-21,2300.0,Northeast,39,M,H,F,unlawfully plant/cultivate/etc marijuana,34.1178,-118.2488,0,1,3,6
2014-04-17,2349.0,Newton,23,F,H,F,transport/sell/furnish/etc marijuana,34.02,-118.2395,7,12,0,6
2014-04-22,1500.0,77th Street,27,M,B,F,possession marijuana for sale,33.9873,-118.3196,4,7,2,15
2014-04-19,900.0,Hollywood,33,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3374,2,15,2,5
2014-04-18,2300.0,Hollywood,21,M,B,F,transport/sell/furnish/etc marijuana,34.1007,-118.335,8,13,2,6
2014-04-20,1600.0,Foothill,19,M,O,F,transport/sell/furnish/etc marijuana,34.2589,-118.3432,0,0,0,0
2014-04-23,2225.0,77th Street,38,M,B,F,transport/sell/furnish/etc marijuana,33.998000000000005,-118.2827,1,4,2,19
2014-04-24,1430.0,Hollywood,21,M,B,F,transport/sell/furnish/etc marijuana,34.0344,-118.3501,3,7,2,10
2014-04-28,1215.0,Pacific,28,M,O,F,possession marijuana for sale,33.944,-118.4073,0,1,0,0
2014-04-26,1300.0,Mission,24,F,W,F,possession marijuana for sale,34.3005,-118.4744,0,0,1,1
2014-05-02,1900.0,Newton,20,M,B,F,possession marijuana for sale,33.9993,-118.2432,0,4,2,12
2014-05-01,1430.0,Topanga,54,M,W,F,possession marijuana for sale,34.2176,-118.6261,0,0,0,3
2014-04-30,2230.0,Mission,37,M,H,F,possession marijuana for sale,34.2512,-118.4299,0,0,2,7
2014-04-30,1625.0,Southeast,23,M,B,F,possession marijuana for sale,33.9332,-118.2466,0,0,3,13
2014-05-01,2115.0,Mission,43,M,H,M,poss of more than 28.5 grams of marijuana,34.2215,-118.4634,0,2,2,10
2014-05-01,1430.0,Central,35,M,B,F,transport/sell/furnish/etc marijuana,34.0423,-118.2452,9,20,1,6
2014-04-30,2250.0,Northeast,17,M,H,F,possession marijuana for sale,34.1155,-118.1843,0,0,3,11
2014-04-30,1130.0,N Hollywood,59,M,B,F,transport/sell/furnish/etc marijuana,34.1649,-118.3704,4,7,2,4
2014-05-01,1200.0,77th Street,14,M,B,F,possession marijuana for sale,34.0019,-118.3089,0,1,2,14
2014-05-03,1220.0,Topanga,37,M,W,F,possession marijuana for sale,34.201,-118.6059,0,1,4,7
2014-05-01,2200.0,Pacific,24,M,B,F,possession marijuana for sale,33.9759,-118.4156,0,0,1,7
2014-05-02,935.0,Topanga,15,M,B,M,possess 28.5 grams or less of marijuana,34.1884,-118.5975,1,2,0,3
2014-05-01,1920.0,Central,26,M,B,F,transport/sell/furnish/etc marijuana,34.0449,-118.2458,9,19,0,5
2014-05-06,2300.0,Hollywood,33,M,B,I,possess 28.5 grams or less of marijuana,34.0997,-118.3387,2,15,2,4
2014-05-08,1000.0,77th Street,46,M,B,F,transport/sell/furnish/etc marijuana,33.9712,-118.2608,0,8,4,15
2014-05-08,2010.0,Southeast,24,F,H,F,transport/sell/furnish/etc marijuana,33.931,-118.2848,0,1,2,10
2014-05-08,1015.0,Newton,20,M,H,F,possession marijuana for sale,33.9902,-118.2564,1,4,6,17
2014-05-07,1815.0,Southeast,15,M,B,F,transport/sell/furnish/etc marijuana,33.931,-118.2826,0,1,2,10
2014-05-08,1055.0,Newton,15,M,H,F,possession marijuana for sale,34.0231,-118.2698,2,8,3,21
2014-05-08,1100.0,West Valley,15,M,O,F,possession marijuana for sale,34.1903,-118.53,0,0,2,5
2014-05-06,1415.0,Pacific,15,M,B,F,possession marijuana for sale,33.9761,-118.3726,1,1,0,1
2014-05-06,1620.0,Harbor,17,M,H,F,possession marijuana for sale,33.7791,-118.2782,0,0,2,5
2014-05-14,1150.0,Wilshire,19,M,H,F,furnishing marijuana to minor over 14 yrs,34.0563,-118.3313,0,3,3,8
2014-05-10,2145.0,77th Street,55,M,B,F,possession marijuana for sale,33.9564,-118.309,1,2,2,7
2014-05-15,1230.0,Southeast,17,F,H,F,possession marijuana for sale,33.9431,-118.2327,0,0,5,20
2014-05-14,1850.0,Pacific,52,M,O,F,transport/sell/furnish/etc marijuana,33.9877,-118.4738,3,4,1,3
2014-05-14,900.0,West LA,41,M,H,F,possession marijuana for sale,34.0519,-118.4388,4,9,1,4
2014-05-14,2105.0,Hollywood,32,M,B,F,transport/sell/furnish/etc marijuana,34.0998,-118.3324,8,12,2,7
2014-05-12,1925.0,77th Street,25,M,B,F,possession marijuana for sale,33.9792,-118.2937,0,1,2,8
2014-05-13,1740.0,Southeast,41,M,B,F,transport/sell/furnish/etc marijuana,33.9471,-118.2367,0,1,3,17
2014-05-13,1250.0,Northeast,23,M,O,F,possession marijuana for sale,34.125,-118.2317,0,0,1,4
2014-05-14,2320.0,Southwest,25,M,H,F,transport/sell/furnish/etc marijuana,34.0282,-118.2749,3,9,5,16
2014-05-14,1520.0,Hollenbeck,34,M,W,F,possession marijuana for sale,34.0703,-118.1721,0,1,0,6
2014-05-13,1915.0,Van Nuys,26,F,W,F,possession marijuana for sale,34.153,-118.4326,3,5,0,4
2014-05-11,2025.0,N Hollywood,47,M,B,F,possession marijuana for sale,34.1385,-118.368,1,4,0,2
2014-05-13,1915.0,Van Nuys,25,F,O,F,possession marijuana for sale,34.153,-118.4326,3,5,0,4
2014-05-14,1350.0,Northeast,28,M,H,F,unlawfully plant/cultivate/etc marijuana,34.134,-118.2015,0,1,3,7
2014-05-12,1930.0,Hollywood,34,M,B,F,possession marijuana for sale,34.1016,-118.3348,8,12,2,5
2014-05-11,2225.0,Southeast,25,M,B,F,possession marijuana for sale,33.9511,-118.2651,0,2,1,14
2014-05-13,1150.0,Wilshire,16,M,B,F,possession marijuana for sale,34.0583,-118.3644,3,7,1,4
2014-05-12,1440.0,Pacific,20,M,H,F,transport/sell/furnish/etc marijuana,33.9939,-118.4073,0,1,2,5
2014-05-15,1505.0,N Hollywood,49,M,H,F,transport/sell/furnish/etc marijuana,34.1794,-118.3703,0,4,1,6
2014-05-20,1530.0,Southeast,44,M,B,F,transport/sell/furnish/etc marijuana,33.9383,-118.2739,0,1,5,15
2014-05-16,1200.0,Northeast,37,M,W,F,transport/sell/furnish/etc marijuana,34.0972,-118.2757,1,1,1,7
2014-05-17,925.0,Central,26,M,B,F,transport/sell/furnish/etc marijuana,34.0446,-118.245,8,18,0,5
2014-05-16,1140.0,Newton,25,M,H,F,transport/sell/furnish/etc marijuana,33.9916,-118.2564,1,5,4,17
2014-05-21,1115.0,N Hollywood,24,M,H,F,possession marijuana for sale,34.1794,-118.3965,0,3,1,9
2014-05-19,1630.0,Hollywood,26,M,B,F,transport/sell/furnish/etc marijuana,34.0981,-118.3056,1,3,2,9
2014-05-18,429.0,Pacific,34,M,O,F,possession marijuana for sale,33.9474,-118.38600000000001,0,1,0,1
2014-05-19,2205.0,Southeast,35,M,B,F,possession marijuana for sale,33.9295,-118.2543,0,0,2,17
2014-05-15,1745.0,77th Street,26,M,B,F,transport/sell/furnish/etc marijuana,33.9782,-118.3309,1,6,3,7
2014-05-20,1845.0,Newton,45,M,B,F,transport/sell/furnish/etc marijuana,34.0092,-118.2652,1,5,7,21
2014-05-15,2000.0,Harbor,19,M,H,F,possession marijuana for sale,33.7866,-118.2478,0,0,1,4
2014-05-16,1200.0,Northeast,37,M,O,F,unlawfully plant/cultivate/etc marijuana,34.0972,-118.2757,1,1,1,7
2014-05-15,2045.0,Van Nuys,23,M,O,F,transport/sell/furnish/etc marijuana,34.2012,-118.428,0,0,0,6
2014-05-16,1430.0,Northeast,21,M,H,F,transport/sell/furnish/etc marijuana,34.1053,-118.2785,0,2,2,5
2014-05-15,1955.0,Southeast,44,M,B,F,transport/sell/furnish/etc marijuana,33.952,-118.2651,0,2,2,14
2014-05-16,1140.0,Newton,22,M,H,F,possession marijuana for sale,33.9916,-118.2564,1,5,4,17
2014-05-21,1600.0,Topanga,23,M,B,F,possession marijuana for sale,34.2011,-118.5863,0,1,2,5
2014-05-21,1500.0,Devonshire,32,M,W,F,unlawfully plant/cultivate/etc marijuana,34.3053,-118.5095,0,0,1,3
2014-05-21,2020.0,Southwest,35,M,H,F,transport/sell/furnish/etc marijuana,34.0202,-118.3236,1,1,2,12
2014-05-21,1950.0,Olympic,22,M,H,F,transport/sell/furnish/etc marijuana,34.04,-118.309,2,3,2,12
2014-05-24,10.0,N Hollywood,24,M,H,F,transport/sell/furnish/etc marijuana,34.1849,-118.3867,1,5,2,6
2014-05-21,1630.0,Southeast,33,M,B,F,transport/sell/furnish/etc marijuana,33.9528,-118.2782,1,2,4,16
2014-05-23,1215.0,Mission,15,M,H,F,transport/sell/furnish/etc marijuana,34.2162,-118.4488,0,3,4,10
2014-05-23,920.0,Pacific,31,M,B,F,transport/sell/furnish/etc marijuana,33.944,-118.4073,0,1,0,0
2014-05-23,1915.0,Newton,22,M,H,F,possession marijuana for sale,34.0069,-118.2496,0,2,4,17
2014-05-21,1800.0,Wilshire,18,M,B,F,possession marijuana for sale,34.0477,-118.3274,1,2,4,9
2014-05-31,2200.0,Rampart,40,M,W,M,poss of more than 28.5 grams of marijuana,34.0619,-118.2702,1,3,5,30
2014-05-28,1040.0,Southeast,35,M,B,F,transport/sell/furnish/etc marijuana,33.9301,-118.2695,0,0,6,15
2014-05-29,1450.0,Van Nuys,56,M,H,F,possession marijuana for sale,34.1867,-118.44,0,1,2,9
2014-05-27,1705.0,Southeast,53,M,B,F,possession marijuana for sale,33.9305,-118.2363,0,0,1,10
2014-05-27,1200.0,Northeast,23,M,O,F,possession marijuana for sale,34.0996,-118.2337,0,0,2,5
2014-05-31,2140.0,Mission,18,M,H,F,possession marijuana for sale,34.3046,-118.4661,0,0,1,3
2014-05-27,1315.0,77th Street,33,M,H,F,possession marijuana for sale,33.9703,-118.2608,0,8,4,17
2014-05-27,1415.0,Northeast,26,F,H,F,possession marijuana for sale,34.0901,-118.2126,1,1,4,9
2014-05-29,2030.0,77th Street,31,M,B,F,transport/sell/furnish/etc marijuana,34.0001,-118.3089,0,2,3,15
2014-05-27,2255.0,Central,47,M,B,F,possession marijuana for sale,34.0423,-118.2452,9,20,1,6
2014-05-28,1500.0,Harbor,25,M,H,F,possession marijuana for sale,33.7315,-118.2857,0,0,2,7
2014-06-03,1330.0,Wilshire,41,M,B,F,transport/sell/furnish/etc marijuana,34.0853,-118.3462,5,10,1,6
2014-06-05,1620.0,Hollywood,56,M,W,F,possession marijuana for sale,34.0998,-118.3295,8,12,1,10
2014-06-05,2015.0,Central,23,M,B,F,possession marijuana for sale,34.0452,-118.2462,10,19,0,4
2014-06-03,1530.0,Van Nuys,53,M,W,F,transport/sell/furnish/etc marijuana,34.1907,-118.4487,1,2,5,10
