Arrest Date,Time,Area Name,Age,Sex Code,Descent Code,Arrest Type Code,Charge Description,latitude,longitude,loja_0.5_milha,loja_1_milha,escola_0.5_milha,escola_1_milha
2014-09-12,1545.0,Pacific,37,F,H,M,possess 28.5 grams or less of marijuana**,33.9894,-118.4736,3,6,1,4
2014-08-04,1615.0,Pacific,24,M,W,I,possess 28.5 grams or less of marijuana,33.9883,-118.4727,3,6,1,4
2014-07-20,1850.0,Pacific,29,M,W,I,possess 28.5 grams or less of marijuana,33.9894,-118.4736,3,6,1,4
2014-08-03,2240.0,Pacific,30,M,H,I,possess 28.5 grams or less of marijuana,33.9858,-118.4727,3,4,1,3
2014-09-01,1615.0,Pacific,61,M,B,M,possess 28.5 grams or less of marijuana,33.9901,-118.4764,2,6,1,2
2014-09-26,1520.0,Pacific,28,M,B,M,possess 28.5 grams or less of marijuana,33.9906,-118.4769,1,6,1,2
2014-09-10,1800.0,Pacific,44,M,H,M,possess 28.5 grams or less of marijuana**,33.9885,-118.4744,3,6,1,4
2014-10-28,1620.0,N Hollywood,47,M,O,I,possess 28.5 grams or less of marijuana,34.1722,-118.3615,0,3,0,4
2014-04-07,1945.0,N Hollywood,47,M,W,I,possess 28.5 grams or less of marijuana,34.174,-118.4052,0,0,1,4
2014-10-17,900.0,Pacific,28,M,B,M,possess 28.5 grams or less of marijuana**,33.9427,-118.4053,0,0,0,0
2014-04-01,1440.0,N Hollywood,58,M,B,I,possess 28.5 grams or less of marijuana,34.2058,-118.3878,1,4,2,5
2014-01-15,1640.0,N Hollywood,33,M,W,I,possess 28.5 grams or less of marijuana,34.1867,-118.3943,1,3,3,5
2014-04-29,2130.0,N Hollywood,19,M,H,M,possess 28.5 grams or less of marijuana**,34.1885,-118.3998,0,3,3,5
2014-05-15,1528.0,N Hollywood,30,M,H,M,possess 28.5 grams or less of marijuana**,34.1794,-118.3703,0,4,1,6
2014-04-06,20.0,N Hollywood,21,M,H,M,possess 28.5 grams or less of marijuana**,34.2085,-118.3878,1,3,2,5
2014-05-11,2005.0,N Hollywood,19,M,O,M,possess 28.5 grams or less of marijuana**,34.2012,-118.416,0,0,3,4
2014-10-15,1420.0,Pacific,21,M,O,M,possess 28.5 grams or less of marijuana,33.9885,-118.475,2,5,1,3
2014-04-21,1240.0,N Hollywood,24,M,H,I,possess 28.5 grams or less of marijuana,34.1903,-118.3866,3,4,1,6
2014-04-30,1135.0,N Hollywood,23,M,B,I,possess 28.5 grams or less of marijuana,34.1649,-118.3704,4,7,2,4
2014-11-01,1010.0,Pacific,39,M,H,M,possess 28.5 grams or less of marijuana,33.9449,-118.4059,0,1,0,0
2014-04-09,610.0,N Hollywood,51,F,W,M,possess 28.5 grams or less of marijuana**,34.1722,-118.4052,0,0,1,5
2014-10-19,1700.0,Pacific,24,M,H,I,possess 28.5 grams or less of marijuana,33.9933,-118.4765,2,7,1,3
2014-12-13,2130.0,Pacific,19,M,O,I,possess 28.5 grams or less of marijuana,33.9901,-118.4764,2,6,1,2
2014-10-19,1130.0,N Hollywood,20,M,H,I,possess 28.5 grams or less of marijuana,34.1522,-118.3571,0,4,0,3
2014-10-10,1340.0,Pacific,22,M,H,I,possess 28.5 grams or less of marijuana,33.9888,-118.4716,3,6,1,4
2014-03-11,2335.0,N Hollywood,51,F,H,I,possess 28.5 grams or less of marijuana,34.1545,-118.3703,2,6,1,5
2014-07-23,2030.0,N Hollywood,42,M,W,I,possess 28.5 grams or less of marijuana,34.1667,-118.3664,3,6,1,4
2014-11-13,1000.0,N Hollywood,31,M,H,M,possess 28.5 grams or less of marijuana**,34.1903,-118.3703,0,3,1,3
2014-06-08,1530.0,N Hollywood,35,M,W,I,possess 28.5 grams or less of marijuana,34.1722,-118.3711,2,6,1,5
2014-01-20,1520.0,Foothill,62,M,H,M,possess 28.5 grams or less of marijuana,34.2157,-118.3878,0,1,1,4
2014-06-08,1645.0,Foothill,26,M,B,M,possess 28.5 grams or less of marijuana**,34.2815,-118.4076,0,1,3,10
2014-10-12,1643.0,N Hollywood,29,F,H,M,possess 28.5 grams or less of marijuana**,34.1649,-118.3659,4,5,1,4
2014-07-21,1300.0,Foothill,23,M,H,M,possess 28.5 grams or less of marijuana**,34.2668,-118.4168,0,0,1,8
2014-09-05,1620.0,N Hollywood,43,F,W,I,possess 28.5 grams or less of marijuana,34.1687,-118.3615,0,5,0,4
2014-01-11,2200.0,Foothill,16,M,H,M,possess 28.5 grams or less of marijuana**,34.2462,-118.4203,0,0,5,6
2014-11-28,1925.0,N Hollywood,19,M,H,M,possess 28.5 grams or less of marijuana**,34.1976,-118.3889,3,4,0,7
2014-10-08,1115.0,N Hollywood,12,M,H,M,possess 28.5 grams or less of marijuana**,34.1976,-118.4159,0,0,2,4
2014-08-19,1640.0,N Hollywood,38,M,H,I,possess 28.5 grams or less of marijuana,34.1337,-118.3915,0,3,0,1
2014-06-30,930.0,N Hollywood,24,M,W,M,possess 28.5 grams or less of marijuana,34.1649,-118.3746,4,7,2,7
2014-06-09,735.0,N Hollywood,24,M,H,M,possess 28.5 grams or less of marijuana**,34.1794,-118.4116,0,0,3,5
2014-10-14,1355.0,N Hollywood,21,M,B,I,possess 28.5 grams or less of marijuana,34.1867,-118.3737,0,4,1,4
2014-07-16,1030.0,Foothill,30,M,H,M,possess 28.5 grams or less of marijuana,34.2697,-118.4227,0,0,1,6
2014-02-17,1424.0,Foothill,26,M,H,M,possess 28.5 grams or less of marijuana,34.274,-118.4203,0,0,2,8
2014-09-05,1620.0,N Hollywood,19,M,H,I,possess 28.5 grams or less of marijuana,34.1687,-118.3615,0,5,0,4
2014-06-30,2155.0,N Hollywood,17,M,H,I,possess 28.5 grams or less of marijuana,34.1689,-118.37700000000001,5,7,2,8
2014-08-06,1900.0,N Hollywood,22,M,H,M,possess 28.5 grams or less of marijuana**,34.1867,-118.3987,0,3,3,5
2014-10-21,2250.0,N Hollywood,20,M,H,M,possess 28.5 grams or less of marijuana**,34.1985,-118.4138,0,0,2,5
2014-10-13,1715.0,N Hollywood,26,M,W,I,possess 28.5 grams or less of marijuana,34.1867,-118.3703,0,1,1,4
2014-02-10,1520.0,Foothill,19,M,B,M,possess 28.5 grams or less of marijuana,34.2737,-118.4117,0,0,5,8
2014-07-18,1835.0,Foothill,18,M,H,M,possess 28.5 grams or less of marijuana,34.2606,-118.4224,0,0,0,5
2014-02-15,315.0,Foothill,27,M,H,M,possess 28.5 grams or less of marijuana**,34.2632,-118.4022,0,0,1,6
2014-05-30,2355.0,N Hollywood,18,M,B,I,possess 28.5 grams or less of marijuana,34.1689,-118.37700000000001,5,7,2,8
2014-05-26,40.0,Foothill,22,M,H,M,possess 28.5 grams or less of marijuana,34.2351,-118.40700000000001,0,0,0,9
2014-08-06,1900.0,N Hollywood,21,M,O,M,possess 28.5 grams or less of marijuana**,34.1867,-118.3987,0,3,3,5
2014-01-21,2100.0,Foothill,30,M,H,I,possess 28.5 grams or less of marijuana,34.2121,-118.366,1,3,1,4
2014-10-21,2245.0,N Hollywood,21,M,H,M,possess 28.5 grams or less of marijuana**,34.1985,-118.4138,0,0,2,5
2014-12-02,2015.0,N Hollywood,28,M,A,I,possess 28.5 grams or less of marijuana,34.1649,-118.3704,4,7,2,4
2014-06-08,1645.0,Foothill,39,M,B,M,possess 28.5 grams or less of marijuana**,34.2816,-118.4073,0,1,3,10
2014-11-03,1245.0,N Hollywood,19,M,H,M,possess 28.5 grams or less of marijuana**,34.194,-118.39,2,4,1,5
2014-10-01,1800.0,N Hollywood,19,M,H,I,possess 28.5 grams or less of marijuana,34.164,-118.4008,0,0,1,4
2014-02-14,1420.0,Foothill,44,F,W,M,possess 28.5 grams or less of marijuana,34.2393,-118.3938,1,1,2,3
2014-08-10,1550.0,N Hollywood,29,M,O,M,possess 28.5 grams or less of marijuana**,34.1456,-118.396,0,4,1,2
2014-10-12,1505.0,N Hollywood,21,M,H,I,possess 28.5 grams or less of marijuana,34.1681,-118.3686,3,7,2,5
2014-01-05,1255.0,Mission,29,M,B,M,possess 28.5 grams or less of marijuana**,34.2283,-118.4654,0,0,5,14
2014-08-06,2040.0,Devonshire,25,M,H,I,possess 28.5 grams or less of marijuana,34.2212,-118.5055,1,1,0,3
2014-11-05,1540.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.23,-118.4656,0,0,3,13
2014-02-12,1520.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2247,-118.4677,0,2,3,10
2014-03-22,1300.0,Devonshire,20,M,H,I,possess 28.5 grams or less of marijuana,34.2356,-118.4851,0,0,4,6
2014-07-09,1940.0,Devonshire,21,M,H,I,possess 28.5 grams or less of marijuana,34.2219,-118.523,0,0,2,4
2014-09-30,2100.0,Southeast,20,M,B,M,possess 28.5 grams or less of marijuana**,33.9339,-118.2826,0,1,2,11
2014-04-28,1730.0,Devonshire,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2282,-118.5907,0,2,0,2
2014-01-26,1100.0,Southeast,19,M,B,M,possess 28.5 grams or less of marijuana**,33.9408,-118.2826,0,2,3,13
2014-02-08,1130.0,Devonshire,63,M,H,I,possess 28.5 grams or less of marijuana,34.2684,-118.5022,0,0,1,7
2014-09-19,2030.0,Devonshire,18,M,H,I,possess 28.5 grams or less of marijuana,34.2648,-118.5023,0,0,3,7
2014-08-14,900.0,Devonshire,49,M,H,M,possess 28.5 grams or less of marijuana**,34.2203,-118.5688,0,0,2,6
2014-04-26,1728.0,Devonshire,30,M,W,I,possess 28.5 grams or less of marijuana,34.2574,-118.4761,0,0,2,3
2014-08-05,130.0,Devonshire,18,M,W,M,possess 28.5 grams or less of marijuana**,34.2612,-118.5023,0,0,2,8
2014-07-04,2335.0,Southeast,19,M,H,M,possess 28.5 grams or less of marijuana**,33.9237,-118.2597,0,0,4,14
2014-01-07,845.0,Southeast,16,M,H,M,possess 28.5 grams or less of marijuana**,33.9431,-118.2327,0,0,5,20
2014-11-05,1615.0,Mission,35,M,H,M,possess 28.5 grams or less of marijuana**,34.23,-118.4656,0,0,3,13
2014-06-08,1610.0,Devonshire,19,F,H,I,possess 28.5 grams or less of marijuana,34.2355,-118.5798,1,2,0,4
2014-11-04,1915.0,Southeast,31,F,B,M,possess 28.5 grams or less of marijuana**,33.955999999999996,-118.2827,1,2,7,17
2014-07-29,1130.0,Mission,18,M,H,M,possess 28.5 grams or less of marijuana,34.2301,-118.4698,0,0,2,14
2014-03-07,1335.0,Mission,36,F,W,M,possess 28.5 grams or less of marijuana**,34.2995,-118.4392,0,1,2,9
2014-01-07,2130.0,Devonshire,39,M,B,I,possess 28.5 grams or less of marijuana,34.2575,-118.5023,0,0,3,8
2014-02-11,1200.0,Devonshire,59,M,W,I,possess 28.5 grams or less of marijuana,34.2647,-118.4935,0,0,1,9
2014-07-31,2200.0,Southeast,22,M,B,M,possess 28.5 grams or less of marijuana**,33.9365,-118.2848,1,1,2,11
2014-07-09,1941.0,Devonshire,21,M,H,I,possess 28.5 grams or less of marijuana,34.2219,-118.523,0,0,2,4
2014-05-22,1730.0,Devonshire,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2573,-118.5255,0,0,1,5
2014-11-29,1545.0,Foothill,60,M,H,M,possess 28.5 grams or less of marijuana**,34.2594,-118.4313,0,0,1,8
2014-11-07,940.0,Foothill,18,M,H,M,possess 28.5 grams or less of marijuana,34.2585,-118.4036,0,0,0,3
2014-03-22,1300.0,Devonshire,19,M,H,I,possess 28.5 grams or less of marijuana,34.2356,-118.4851,0,0,4,6
2014-02-15,1645.0,Devonshire,22,M,H,I,possess 28.5 grams or less of marijuana,34.2282,-118.5448,0,0,1,6
2014-08-31,1100.0,Southeast,25,F,B,M,possess 28.5 grams or less of marijuana**,33.9311,-118.2652,0,0,7,14
2014-03-28,1000.0,Devonshire,25,M,W,I,possess 28.5 grams or less of marijuana,34.2355,-118.5492,0,0,1,3
2014-01-25,1150.0,Mission,18,F,H,M,possess 28.5 grams or less of marijuana**,34.2247,-118.4603,0,3,4,11
2014-09-23,1120.0,Southeast,24,M,H,I,possess 28.5 grams or less of marijuana,33.9375,-118.2325,0,0,4,15
2014-02-11,1415.0,Mission,28,M,H,M,possess 28.5 grams or less of marijuana**,34.2645,-118.4545,0,0,1,4
2014-09-12,1730.0,Devonshire,24,M,H,I,possess 28.5 grams or less of marijuana,34.2282,-118.5448,0,0,1,6
2014-06-09,1750.0,Devonshire,49,M,H,M,possess 28.5 grams or less of marijuana**,34.2222,-118.571,0,1,2,5
2014-08-18,1345.0,Devonshire,31,M,W,I,possess 28.5 grams or less of marijuana,34.2355,-118.5492,0,0,1,3
2014-09-04,1130.0,Devonshire,27,M,H,I,possess 28.5 grams or less of marijuana,34.2356,-118.4851,0,0,4,6
2014-06-08,1610.0,Devonshire,20,M,H,I,possess 28.5 grams or less of marijuana,34.2355,-118.5798,1,2,0,4
2014-05-22,545.0,Southeast,14,M,B,M,possess 28.5 grams or less of marijuana**,33.9581,-118.2717,1,2,3,16
2014-03-14,1015.0,Devonshire,17,M,H,I,possess 28.5 grams or less of marijuana,34.241,-118.4774,0,0,3,9
2014-08-05,1430.0,Southeast,24,F,B,M,possess 28.5 grams or less of marijuana**,33.9431,-118.2391,0,0,6,17
2014-07-09,945.0,Devonshire,45,M,W,M,possess 28.5 grams or less of marijuana**,34.2207,-118.5361,0,0,1,8
2014-08-09,2010.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.3103,-118.4587,0,0,2,7
2014-01-01,5.0,Devonshire,34,F,H,M,possess 28.5 grams or less of marijuana**,34.2283,-118.5514,0,0,1,4
2014-07-31,200.0,Devonshire,21,M,O,I,possess 28.5 grams or less of marijuana,34.2649,-118.51100000000001,0,0,2,6
2014-09-18,2300.0,Devonshire,24,F,W,I,possess 28.5 grams or less of marijuana,34.2573,-118.6005,2,2,1,5
2014-01-08,1730.0,Devonshire,26,M,H,I,possess 28.5 grams or less of marijuana,34.2246,-118.5667,0,1,2,4
2014-10-14,1410.0,Devonshire,17,M,H,I,possess 28.5 grams or less of marijuana,34.25,-118.5886,0,2,3,6
2014-03-26,1140.0,Devonshire,32,M,W,I,possess 28.5 grams or less of marijuana,34.2684,-118.5149,0,0,1,6
2014-08-31,1100.0,Southeast,35,F,W,M,possess 28.5 grams or less of marijuana**,33.9311,-118.2652,0,0,7,14
2014-01-21,1910.0,Southeast,21,M,H,M,possess 28.5 grams or less of marijuana**,33.9295,-118.2522,0,0,1,13
2014-06-27,1340.0,Devonshire,20,M,O,I,possess 28.5 grams or less of marijuana,34.2292,-118.5667,0,1,1,3
2014-10-24,1024.0,Foothill,17,M,H,M,possess 28.5 grams or less of marijuana**,34.2731,-118.4405,0,0,3,6
2014-01-03,1110.0,Mission,27,M,H,M,possess 28.5 grams or less of marijuana**,34.2979,-118.4213,0,2,1,5
2014-05-09,1735.0,Southeast,29,M,B,M,possess 28.5 grams or less of marijuana**,33.9401,-118.2805,0,2,3,12
2014-05-06,1010.0,Devonshire,27,M,H,I,possess 28.5 grams or less of marijuana,34.232,-118.4862,0,1,1,6
2014-09-04,1230.0,Devonshire,24,M,H,M,possess 28.5 grams or less of marijuana**,34.2554,-118.5973,2,2,1,6
2014-03-20,1240.0,Devonshire,25,M,W,I,possess 28.5 grams or less of marijuana,34.2632,-118.4979,0,0,1,7
2014-06-21,2005.0,Devonshire,19,M,H,I,possess 28.5 grams or less of marijuana,34.2576,-118.5154,0,0,2,8
2014-04-22,1130.0,Devonshire,54,M,W,I,possess 28.5 grams or less of marijuana,34.2575,-118.4871,0,0,0,6
2014-04-13,1230.0,Devonshire,23,M,H,I,possess 28.5 grams or less of marijuana,34.2684,-118.5149,0,0,1,6
2014-11-05,1430.0,Mission,20,M,H,M,possess 28.5 grams or less of marijuana**,34.2283,-118.4654,0,0,5,14
2014-02-12,1330.0,Devonshire,20,F,H,I,possess 28.5 grams or less of marijuana,34.2648,-118.5023,0,0,3,7
2014-08-09,2030.0,Devonshire,26,M,B,I,possess 28.5 grams or less of marijuana,34.2283,-118.54700000000001,0,0,1,6
2014-09-25,1130.0,Devonshire,22,M,H,I,possess 28.5 grams or less of marijuana,34.2338,-118.5339,0,0,0,5
2014-09-01,1940.0,Devonshire,18,M,H,I,possess 28.5 grams or less of marijuana,34.25,-118.5712,0,0,3,5
2014-03-20,1530.0,Mission,36,M,H,M,possess 28.5 grams or less of marijuana**,34.3042,-118.4421,0,1,4,7
2014-11-06,1445.0,Foothill,36,M,A,M,possess 28.5 grams or less of marijuana,34.2615,-118.3197,0,0,1,2
2014-07-20,2015.0,Devonshire,25,M,H,I,possess 28.5 grams or less of marijuana,34.2203,-118.5688,0,0,2,6
2014-01-29,1430.0,Devonshire,24,M,B,I,possess 28.5 grams or less of marijuana,34.2308,-118.5348,0,0,0,4
2014-02-05,1855.0,Devonshire,25,M,H,I,possess 28.5 grams or less of marijuana,34.25,-118.5842,0,1,2,6
2014-01-02,1810.0,Mission,19,F,H,M,possess 28.5 grams or less of marijuana**,34.2309,-118.4656,0,0,3,14
2014-01-17,2230.0,Devonshire,18,M,W,I,possess 28.5 grams or less of marijuana,34.2428,-118.5361,0,0,1,3
2014-07-15,1350.0,Southeast,17,M,H,M,possess 28.5 grams or less of marijuana,33.939,-118.2314,0,0,5,16
2014-10-04,1730.0,Mission,29,M,H,M,possess 28.5 grams or less of marijuana**,34.3015,-118.4758,0,0,0,1
2014-02-11,1930.0,Olympic,23,M,H,M,possess 28.5 grams or less of marijuana**,34.0509,-118.2916,2,8,3,25
2014-12-15,2230.0,Mission,18,M,H,M,possess 28.5 grams or less of marijuana**,34.2337,-118.42299999999999,0,0,2,4
2014-06-30,1630.0,Mission,49,M,W,M,possess 28.5 grams or less of marijuana,34.2978,-118.4198,1,2,1,4
2014-07-08,2345.0,Mission,20,M,H,M,possess 28.5 grams or less of marijuana**,34.3049,-118.443,0,1,4,7
2014-08-10,130.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2215,-118.4618,0,3,3,11
2014-03-11,1410.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.3042,-118.4421,0,1,4,7
2014-05-25,2245.0,Mission,25,M,H,I,possess 28.5 grams or less of marijuana,34.2142,-118.4661,2,2,0,8
2014-09-04,555.0,Mission,16,F,H,M,possess 28.5 grams or less of marijuana**,34.2319,-118.4655,0,0,4,14
2014-03-22,1200.0,Mission,17,M,H,M,possess 28.5 grams or less of marijuana**,34.2148,-118.46,2,2,3,8
2014-07-30,1835.0,Mission,14,M,H,M,possess 28.5 grams or less of marijuana**,34.2152,-118.4531,0,3,3,9
2014-01-12,1450.0,Olympic,16,M,H,I,possess 28.5 grams or less of marijuana,34.0453,-118.2864,2,3,5,19
2014-05-04,1715.0,Mission,20,M,H,M,possess 28.5 grams or less of marijuana,34.2366,-118.4481,0,1,2,11
2014-05-04,1710.0,Mission,22,F,H,M,possess 28.5 grams or less of marijuana,34.2366,-118.4481,0,1,2,11
2014-03-08,2030.0,Olympic,18,M,H,M,possess 28.5 grams or less of marijuana**,34.0691,-118.2929,0,8,7,27
2014-05-11,1820.0,Mission,16,M,H,M,possess 28.5 grams or less of marijuana**,34.2152,-118.45100000000001,0,3,3,10
2014-10-11,2230.0,Mission,16,M,H,M,possess 28.5 grams or less of marijuana**,34.3116,-118.4549,0,0,3,10
2014-07-22,2035.0,Mission,18,M,H,M,possess 28.5 grams or less of marijuana**,34.3024,-118.4218,0,2,3,5
2014-06-17,1020.0,Mission,17,M,W,M,possess 28.5 grams or less of marijuana**,34.2319,-118.4655,0,0,4,14
2014-03-13,1245.0,Mission,17,M,H,M,possess 28.5 grams or less of marijuana**,34.2319,-118.4676,0,0,3,14
2014-07-15,1905.0,Mission,19,M,B,M,possess 28.5 grams or less of marijuana,34.2319,-118.4654,0,0,4,14
2014-01-29,1300.0,Olympic,18,M,H,M,possess 28.5 grams or less of marijuana,34.0672,-118.2966,2,9,4,23
2014-03-13,1255.0,Mission,14,M,H,M,possess 28.5 grams or less of marijuana**,34.2283,-118.4654,0,0,5,14
2014-01-12,2100.0,Olympic,23,M,H,M,possess 28.5 grams or less of marijuana**,34.0559,-118.2891,1,7,5,25
2014-08-01,1855.0,Mission,29,M,H,I,possess 28.5 grams or less of marijuana,34.2319,-118.4611,0,1,5,12
2014-08-19,125.0,Mission,30,M,H,M,possess 28.5 grams or less of marijuana**,34.3072,-118.4764,0,0,0,2
2014-05-15,830.0,Mission,15,F,H,M,possess 28.5 grams or less of marijuana**,34.2235,-118.4574,0,3,5,12
2014-06-04,1425.0,Mission,18,M,H,M,possess 28.5 grams or less of marijuana**,34.2319,-118.4655,0,0,4,14
2014-11-07,1700.0,Mission,24,M,W,M,possess 28.5 grams or less of marijuana**,34.2248,-118.4488,1,1,2,11
2014-08-21,2030.0,Mission,17,F,H,M,possess 28.5 grams or less of marijuana**,34.2265,-118.4654,0,0,5,12
2014-02-02,1520.0,Olympic,30,M,H,M,possess 28.5 grams or less of marijuana,34.0545,-118.2947,1,9,6,20
2014-06-17,1025.0,Mission,15,M,H,M,possess 28.5 grams or less of marijuana**,34.2319,-118.4655,0,0,4,14
2014-06-23,130.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.3156,-118.4408,0,1,2,8
2014-12-17,1000.0,Mission,20,M,H,M,possess 28.5 grams or less of marijuana**,34.3101,-118.4273,1,1,1,7
2014-09-24,1445.0,Mission,25,M,H,M,possess 28.5 grams or less of marijuana,34.2318,-118.4596,0,1,5,14
2014-06-07,1310.0,Mission,16,F,W,M,possess 28.5 grams or less of marijuana**,34.2319,-118.4655,0,0,4,14
2014-04-25,1610.0,Mission,17,M,H,M,possess 28.5 grams or less of marijuana**,34.3034,-118.4271,1,1,1,7
2014-12-31,1705.0,Mission,38,M,B,M,possess 28.5 grams or less of marijuana,34.2427,-118.461,0,0,5,11
2014-09-02,1900.0,Mission,16,M,H,M,possess 28.5 grams or less of marijuana**,34.2169,-118.4267,0,0,1,4
2014-01-13,1940.0,Olympic,32,M,W,I,possess 28.5 grams or less of marijuana,34.0568,-118.2916,1,7,9,21
2014-08-21,900.0,Mission,55,M,H,M,possess 28.5 grams or less of marijuana**,34.25,-118.4675,0,0,1,6
2014-08-10,130.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2215,-118.4618,0,3,3,11
2014-03-08,1415.0,Mission,22,M,H,M,possess 28.5 grams or less of marijuana**,34.2247,-118.4603,0,3,4,11
2014-03-27,2015.0,Mission,30,M,W,M,possess 28.5 grams or less of marijuana**,34.2573,-118.4674,0,0,0,5
2014-11-19,1410.0,Mission,24,M,H,M,possess 28.5 grams or less of marijuana**,34.2198,-118.4671,0,2,2,7
2014-07-09,2000.0,Mission,22,M,H,M,possess 28.5 grams or less of marijuana**,34.23,-118.4553,0,1,4,16
2014-04-29,1515.0,Mission,19,M,H,M,possess 28.5 grams or less of marijuana**,34.2612,-118.4683,0,0,0,5
2014-05-06,1600.0,Mission,33,M,H,M,possess 28.5 grams or less of marijuana**,34.2356,-118.4698,0,0,4,15
2014-02-22,1920.0,Topanga,20,F,H,M,possess 28.5 grams or less of marijuana**,34.1793,-118.5975,1,1,0,1
2014-08-14,1753.0,Olympic,48,M,B,I,possess 28.5 grams or less of marijuana,34.0581,-118.3091,3,9,3,11
2014-01-09,1430.0,Topanga,24,M,W,M,possess 28.5 grams or less of marijuana,34.2096,-118.5732,0,0,1,8
2014-02-13,2340.0,Topanga,22,F,W,M,possess 28.5 grams or less of marijuana**,34.201,-118.6059,0,1,4,7
2014-06-20,1445.0,Topanga,17,M,B,M,possess 28.5 grams or less of marijuana**,34.1758,-118.5657,0,0,1,4
2014-08-06,1930.0,Topanga,25,M,W,I,possess 28.5 grams or less of marijuana,34.2282,-118.6042,0,1,1,1
2014-08-21,2230.0,Topanga,19,M,A,I,possess 28.5 grams or less of marijuana,34.1912,-118.5928,0,2,1,4
2014-06-11,1130.0,Topanga,19,M,W,I,possess 28.5 grams or less of marijuana,34.1938,-118.571,0,0,1,5
2014-10-18,2300.0,Olympic,18,M,H,M,possess 28.5 grams or less of marijuana**,34.0598,-118.2916,2,8,9,22
2014-06-15,2305.0,Olympic,21,M,H,I,possess 28.5 grams or less of marijuana,34.0433,-118.2892,2,3,5,18
2014-11-08,2210.0,Olympic,24,M,H,I,possess 28.5 grams or less of marijuana,34.055,-118.2877,2,7,4,25
2014-10-04,110.0,Olympic,32,M,H,M,possess 28.5 grams or less of marijuana**,34.0454,-118.3102,2,6,2,15
2014-06-25,1610.0,Topanga,49,M,W,I,possess 28.5 grams or less of marijuana,34.2011,-118.5906,1,1,2,9
2014-05-25,1340.0,Topanga,55,M,W,M,possess 28.5 grams or less of marijuana,34.1664,-118.5948,0,0,0,2
2014-06-20,1455.0,Topanga,14,M,H,M,possess 28.5 grams or less of marijuana**,34.1758,-118.5657,0,0,1,4
2014-01-09,1430.0,Topanga,19,M,O,M,possess 28.5 grams or less of marijuana,34.2096,-118.5732,0,0,1,8
2014-09-28,1615.0,Olympic,24,M,H,M,possess 28.5 grams or less of marijuana,34.0401,-118.2841,0,6,7,19
2014-02-14,420.0,Topanga,20,M,O,M,possess of marijuana while driving veh,34.221,-118.604,0,0,1,3
2014-08-21,1550.0,Topanga,23,M,W,M,possess 28.5 grams or less of marijuana,34.2083,-118.5929,1,1,2,6
2014-07-25,35.0,Olympic,24,M,H,M,poss of more than 28.5 grams of marijuana,34.0391,-118.2983,0,5,2,12
2014-04-03,2000.0,Olympic,22,M,H,M,possess 28.5 grams or less of marijuana**,34.0559,-118.2891,1,7,5,25
2014-08-14,1555.0,Topanga,27,F,W,M,possess 28.5 grams or less of marijuana,34.2012,-118.571,0,0,3,7
2014-08-21,2230.0,Topanga,20,M,A,I,possess 28.5 grams or less of marijuana,34.1912,-118.5928,0,2,1,4
2014-06-04,1530.0,Topanga,38,F,B,M,possess 28.5 grams or less of marijuana**,34.1938,-118.5906,0,2,1,5
2014-02-13,2355.0,Topanga,22,M,H,M,possess 28.5 grams or less of marijuana**,34.201,-118.6059,0,1,4,7
2014-05-20,1630.0,Topanga,33,M,H,I,possess 28.5 grams or less of marijuana,34.2083,-118.5955,1,1,2,9
2014-01-31,1800.0,Topanga,16,M,W,I,possess 28.5 grams or less of marijuana,34.1613,-118.6022,0,0,1,2
2014-04-10,1620.0,Topanga,17,M,B,M,possess 28.5 grams or less of marijuana,34.1723,-118.5659,0,0,3,4
2014-05-27,2120.0,Topanga,22,M,H,I,possess 28.5 grams or less of marijuana,34.201,-118.59899999999999,1,1,5,7
2014-06-04,1500.0,Topanga,27,M,W,M,possess 28.5 grams or less of marijuana**,34.1938,-118.5906,0,2,1,5
2014-07-22,150.0,Topanga,25,M,H,M,possess 28.5 grams or less of marijuana**,34.1778,-118.5833,0,0,0,3
2014-03-06,1250.0,Olympic,20,M,H,M,possess 28.5 grams or less of marijuana**,34.0636,-118.2954,3,9,6,26
2014-03-25,2100.0,Topanga,40,M,W,I,possess 28.5 grams or less of marijuana,34.1992,-118.5885,1,1,1,7
2014-02-15,2000.0,Topanga,19,M,H,M,possess 28.5 grams or less of marijuana**,34.1992,-118.5967,1,1,3,7
2014-03-29,1730.0,Olympic,35,M,B,I,possess 28.5 grams or less of marijuana,34.0508,-118.309,1,6,2,11
2014-07-13,1430.0,Topanga,17,F,H,I,possess 28.5 grams or less of marijuana,34.225,-118.6039,0,1,1,2
2014-11-05,1350.0,Olympic,29,M,B,I,possess 28.5 grams or less of marijuana,34.0617,-118.3091,3,9,2,11
2014-05-22,1205.0,Topanga,19,M,H,M,possess 28.5 grams or less of marijuana**,34.1938,-118.5884,0,2,1,5
